"","miR101","ZEB2","SNAI2","miR34a","miR200b","miR200a","CDH1","OVOL2","TWIST1","NP63","TGFbeta","GSC","miR200c","miR205","TCF3","FOXC2","GRHL2","miR141","CLDN7","ZEB1","SNAI1","KLF8","TWIST2"
"miR200b",0.00971509232048921,0.00311915501362995,-0.0693552014210689,-0.111155697177389,-0.0412667543444333,-0.104501687169855,0.0768726444056195,-0.0701637378059194,-0.0613183946430438,-0.0493396083475594,0.114865887506236,0.114921564262894,-0.102892411898605,0.0493538255147889,0.0612548011680302,-0.0946845479357859,0.200993769976974,0.206572449131603,0.206572449131603,0.206588295895627,-0.066865562945638,-0.00971149014477508,0.0802675078179396
"GRHL2",0.0887931783481293,0.00489794435499049,0.104227275736102,-0.0938263913718653,-0.142063533548688,-0.0851358757335862,0.0778097826847954,0.0322043719340136,0.00288578402872994,-0.158245662410249,-0.0919509836298074,-0.0919437773015425,-0.0839227508894476,0.158042597342648,-0.0029696039027111,0.0912184762745651,-0.0424187981095102,0.0756665834086248,0.0756665834086248,0.075589503619033,0.0899776490018196,-0.0889683621150205,-0.0387283186677717
"miR34a",-0.0087907241337081,0.00744273942541636,-0.120162590213563,-0.0204523396768295,-0.0075364475312136,-0.12550998635393,-0.012407633676021,-0.0819586446469679,0.0636362137513908,-0.0244294185018054,0.0319778721866784,0.0319863197124585,-0.119558923895085,0.0245580918418247,-0.0636133814428869,-0.0692345972287337,0.135064212149409,0.137670825615116,0.137670825615116,0.137715325797163,-0.108231972005408,0.00885218694870502,0.0145367192431098
"miR205",0.0181029657651741,0.00866216281230465,0.0451931715207462,-0.188928392896023,-0.0965101149240017,-0.0896792473116083,0.054869556815237,-0.059367645961496,-0.100726127615638,-0.0441453865243005,0.00186686589607876,0.00193352198241426,-0.0840006785684148,0.0442345749099907,0.100643758685198,0.0818583945544886,0.174624838451221,0.177614239250774,0.177614239250774,0.177665791405405,0.0956805784470654,-0.0180291188410862,0.0800412092817843
"TGFbeta",-0.000578939535066218,0.0113073625501011,-0.0977594598457443,0.0342025962647212,0.0536258027802638,-0.0676607567806383,0.0230883928205849,-0.0923437120641504,-0.0376453819947043,-0.0137266807640587,0.108707889931721,0.208712668322966,-0.0581774065172666,0.0137566616852906,0.0376294992547048,-0.109306870787581,0.121622553503173,0.122882501745113,0.122882501745113,0.122915952814776,-0.0940326513892319,0.0006364143811652,0.0845308802455861
"TCF3",-0.0174616940012103,0.0394783738063734,-0.0235257954766664,-0.0694804424685562,-0.0411255174384512,-0.0735753469629015,-0.0971255904210189,-0.0703794954261263,-0.0977867364809289,-0.0219797687861272,0.00470280884120573,0.00492031835724706,-0.0368532923183458,0.0225,0.0982223608758951,-0.032096459593802,0.10870636780112,0.110544147896944,0.110544147896944,0.110584377571815,0.0115991009039746,0.0173275858206113,0.0482591342970568
"CLDN7",-0.0174616940012103,0.0394783738063734,-0.0235257954766664,-0.0694804424685562,-0.0411255174384512,-0.0735753469629015,-0.0971255904210189,-0.0703794954261263,-0.0977867364809289,-0.0219797687861272,0.00470280884120573,0.00492031835724706,-0.0368532923183458,0.0225,0.0982223608758951,-0.032096459593802,0.10870636780112,0.110544147896944,0.110544147896944,0.110584377571815,0.0115991009039746,0.0173275858206113,0.0482591342970568
"miR200c",-0.0084392189113647,0.0431211817364591,0.109213643488795,-0.193179299476879,-0.144465869540886,-0.106633566258705,-0.0165648695678528,-0.0585450390334317,-0.0257993176916387,-0.0453589285730646,-0.116107694423646,-0.116157689878604,-0.0677882069114005,0.0452309740679998,0.0258688268387466,0.122261474665155,0.175999366555779,0.177880885573184,0.177880885573184,0.177800312589908,0.142065454014849,0.00825730903780107,0.0171794822731057
"FOXC2",0.00140095336454549,0.0562312185790529,0.039185383256523,-0.202214816383889,-0.218083943045776,-0.209111513294906,0.0606247621905461,-0.0629139410867759,-0.107170271902284,-0.0453425667215603,-0.00175473712594443,-0.00174930948186762,-0.170436250750849,0.0452341362525985,0.107175905070378,0.0860987447618691,0.178973233467156,0.184402289461563,0.184402289461563,0.184340649498462,0.108298283280292,-0.00157040717554458,0.0976238525752482
"ZEB1",0.0014883922858872,0.056487661842243,0.0391282299238367,-0.202161003627819,-0.21795826571335,-0.208878612468133,0.0606838349762686,-0.0627865443862703,-0.107167267220991,-0.0452506021279288,-0.00175679528965077,-0.00175473712594443,-0.170597451747724,0.0453425667215603,0.107170271902284,0.0860818536688802,0.178906377690552,0.184340649498462,0.184340649498462,0.0843812768871388,0.108317640799508,-0.00140095336454549,0.0975864798017113
"TWIST2",-0.00572367512927795,0.100529006926588,0.106824003927411,-0.119870668888599,-0.108374001174692,-0.108088823631355,0.104796095282291,-0.0754417837524413,-0.195923564741968,-0.0226974390392163,-0.0156806380738741,-0.0156994672279539,-0.0122760376330472,0.0225639299760049,0.195957761057315,-0.00732237810714166,0.121082979907946,0.122018636634216,0.122018636634216,0.121948362111582,0.130228405365962,0.0055742047930566,-0.0664184844067683
"NP63",0.00884577686685397,0.109774513349585,0.0182991970062846,-0.0294201367373805,0.0271419418764948,-0.057839018827224,-0.0633992743540811,0.0551370760682579,-0.0701833869381629,-0.166964438674706,-0.00645859470810839,-0.00646886463604773,0.016578395354261,0.066975186740054,0.0701587038909285,-0.0168038588101536,0.0868966734578765,0.0343609263452546,0.0343609263452546,0.0343924796856677,0.0142915848376503,-0.00877450102936288,-0.00530882644581837
