"","SNAI2","TWIST2","KLF8","ZEB2","miR34a","OVOL2","miR200a","TWIST1","GSC","miR200b","miR141","CLDN7","GRHL2","NP63","miR205","FOXC2","ZEB1","TGFbeta","TCF3","miR200c","SNAI1","CDH1","miR101"
"CDH1",-0.0297253362025767,-0.0382385611040166,-0.00556720964214396,-0.0364693363865014,0.010390255082127,0.0619867694662355,0.0360737136487033,0.058020986228962,0.0236518706634748,0.00913759126753858,0.0350707227647738,0.0350707227647738,0.0340385978656497,0,0,0.00324865336095124,-0.0345268521386006,-0.022925557673725,-0.0575269623245796,-0.0360737136487033,0.0307030303299331,-0.0175647282667526,0.00614629152238077
"FOXC2",0.0378780301133183,-0.0439733974437681,0.0419233548128145,-0.0354841310966321,-0.000980523605387019,0.062939718958274,0.015355931486794,0.0243086907282957,0.034097177982585,0.00371974896722611,0.00480480740497521,0.00480480740497521,0.00430452953267808,0,0,-0.0984796848988351,-0.0050815495841392,-0.0338507629414977,-0.0250241030762002,-0.015355931486794,0.0622414969695841,-0.0628308076922432,-0.0424591027203167
"miR205",0.00306291839563549,-0.0740860306990257,0.0157339293316302,0.00157855533858903,-0.00613153876842029,0.0603767786625876,0.00113094206533618,0.0122585375005896,0.0093720320096053,-0.00331040065788563,0.00319279665988154,0.00319279665988154,0.00308060854329127,0,0,-0.0987018086430838,-0.00347664406550383,-0.00957676141763577,-0.0126745005993088,-0.00113094206533618,0.0799773555823144,0.0122071223980655,-0.0160305686707628
"TGFbeta",-0.106469688295505,-0.0798313004566277,-0.0144280493010054,0.00172577691116471,-0.0776790160568475,0.0183962737789443,0.0116287301017287,-0.0518690619715685,-0.187630434571576,0.0932630453724337,0.02193645949659,0.02193645949659,0.0229006000414944,0,0,-0.0155598189991894,-0.0218223827718443,0.0879471115914237,0.0519666273744228,-0.0116287301017287,0.0719064596695845,-0.0140025184346811,0.0145824696706449
"miR200c",-0.100152678987201,-0.074221842073539,0.00283473044273003,0.00644025159902494,0.000944644361037999,0.0637356749462756,0.000495482149459367,-0.0676752950485398,-0.0944006291942723,-0.00403307181940597,0.00558472475678437,0.00558472475678437,0.00610607803100672,0,0,-0.047482578308719,-0.00590902543462412,0.0942892756809553,0.0674549362630273,-0.000495482149459367,0.111266787732705,0.00515065959829041,-0.00310849579700401
"OVOL2",0.132867319188837,0.13872757689958,0.100390796786949,0.024503977824301,-0.0698941569208624,0.142020284568854,-0.118746079945876,0.0328834648463686,0.166658325865363,-0.0188735629143061,-0.115550204972901,-0.115550204972901,-0.16201481424699,0.300276143134155,-0.300216721576014,0.0230746382113371,0.115614742227201,-0.166745131420919,-0.0328097291439011,0.118746079945876,-0.130440315678438,0.208676207678623,-0.100298674351846
"ZEB1",-0.0378479557181312,0.0437761964259564,-0.0424591027203167,0.0355540472225215,0.00067232327517238,-0.0631135874111653,-0.0154004348294896,-0.0247599938585727,-0.0338507629414977,-0.00354209080615051,-0.0050815495841392,-0.0050815495841392,-0.00455042281272824,0,0,0.0987371051559851,-0.0948507381013994,0.0335189412150642,0.0243086907282957,0.0154004348294896,-0.0621810637388613,0.0629294799144352,0.0422974509329623
"SNAI2",-0.0703445516376176,0.0386026451511299,0.00614629152238077,0.0369222405392328,-0.0099587730451626,-0.061645008033862,-0.0354704052434144,-0.0577421505379936,-0.022925557673725,-0.00914243083584908,-0.0345268521386006,-0.0345268521386006,-0.0335551340398678,0,0,-0.0034994394544168,0.0344663498496259,0.0238799905079381,0.058020986228962,0.0354704052434144,-0.0310124872441802,0.0172766763640292,-0.00606512888494191
"KLF8",0.0297745709686068,0.038245579632933,0.00605893963767369,0.03715513719254,-0.00898098355894819,-0.0610151718055258,-0.0347765563551127,-0.0575269623245796,-0.0252288146547744,-0.00937277401488722,-0.0335456523628428,-0.0335456523628428,-0.0326848336219072,0,0,-0.00266916832600292,0.0350707227647738,0.0236518706634748,0.0559296728763704,0.0347765563551127,-0.0305592754525355,-0.0831942328755739,-0.00556720964214396
"CLDN7",0.0297745709686068,0.038245579632933,0.00605893963767369,0.03715513719254,-0.00898098355894819,-0.0610151718055258,-0.0347765563551127,-0.0575269623245796,-0.0252288146547744,-0.00937277401488722,-0.0335456523628428,-0.0335456523628428,-0.0326848336219072,0,0,-0.00266916832600292,0.0350707227647738,0.0236518706634748,0.0559296728763704,0.0347765563551127,-0.0305592754525355,-0.0831942328755739,-0.00556720964214396
"GRHL2",-0.1269103711204,-0.0735108390295523,-0.110079232956903,0.0377989342246297,0.00441881363015094,-0.214563325287142,0.00143664067053542,-0.0166432974573022,-0.162228751194295,0.0953843649753668,0.0161516049045502,0.0161516049045502,0.133706209850767,-0.306281053357567,0.306185595419806,0.0258540278313371,-0.0160924303352035,0.161982073034459,0.0171433263607071,-0.00143664067053542,0.0344532527043945,-0.0764670120531053,0.110354773253571
"miR101",0.0926186740178258,-0.0280552400639536,-0.198230398446812,0.118783742908279,0.0600602152932764,0.0460165783490413,-0.0585937080768506,0.201247705030696,-0.00106472102886885,-0.0823193242410252,-0.00138359801404346,-0.00138359801404346,-0.0011301055953602,0,0,0.195760933909835,0.00122737376302998,0.00108065140474188,-0.201499770109316,0.0585937080768506,-0.179617925470037,0.042032457226013,0.0980243745746264
"TWIST2",0.101145661380811,0.0906886196310977,-0.0362183299861768,0.178135855177387,0.048301642635035,-0.0943997332963493,-0.130055913172032,0.0351463594743744,-0.0580306442994218,-0.0592523595696516,-0.085642067705803,-0.085642067705803,-0.084174237795293,0,0,0.128298726576017,0.0856462648059296,0.0576794396428901,-0.0349796524370577,0.130055913172032,-0.211620437047189,-0.0713989105636403,0.0362948031814529
