"","TWIST2","miR101","ZEB2","TWIST1","miR200b","TCF3","miR200c","OVOL2","CDH1","GSC","miR205","GRHL2","miR34a","ZEB1","miR141","CLDN7","NP63","FOXC2","TGFbeta","SNAI1","miR200a","KLF8","SNAI2"
"miR200c",-0.0878993512159211,0.0158768617358331,-0.000651653435718487,-0.143495917331636,0.0036629578754935,-0.142376376387791,-0.00123462005751054,0.0681221908934686,0.0579633577861151,-0.0931629388983289,0.0576864064665251,-0.0128118079368566,-0.100829466573624,0.00347822563236143,0.00333649753158494,0.00333649753158494,-0.0567089762195018,0.060213843087373,0.0937560667957928,0.118122126462692,0.00123462005751054,-0.0151023939572948,0.0852348149676334
"miR101",-0.0594760624206865,-0.00790607113946553,0.00170814521684,-0.0582625522146294,-0.0610717991966689,-0.0559328598213205,0.0386321853609131,-0.0853038156652176,-0.00221136311443991,-0.0366110984522256,-0.0886505820803784,0.0923259689218179,0.00919903182479805,-0.0815083293598839,-0.081145124455629,-0.081145124455629,0.0886794504406556,0.0543967793379358,0.036931382851357,0.0443024688031797,-0.0386321853609131,-0.0907926555000857,0.135324613757386
"GRHL2",-0.00104588423449082,0.0318050059496267,0.00314793791048289,-0.0382171861403483,0.0657887707279791,-0.0359800626071961,-0.0157152517493688,-0.0517191721505588,-0.0224999624059483,-0.0725137414910093,-0.21118031458524,0.0840070724313832,-0.0232539024436475,0.0195561152717291,0.0196458597292992,0.0196458597292992,0.212497634126348,0.0720820546223315,0.0734245105171018,0.0736070271396352,0.0157152517493688,-0.0302406765337193,-0.0228924851344547
"miR34a",0.0524232048649936,-0.0547764219721923,0.012024318163992,0.0511200317127918,-0.0706656626284462,0.0471826394773513,0.0665749393125553,-0.0707970356167474,0.0464680270012705,-0.0472355498112865,-0.0676515890653748,0.0603069621535999,0.0464855650651197,-0.0529799053402817,-0.053132681366344,-0.053132681366344,0.0669609159902712,-0.0516082852259591,0.0465434560920219,-0.0464983959723127,-0.0665749393125553,0.052505178886759,0.0579848885417932
"miR200a",-0.0908903298168943,-0.0580163271008152,0.0210709948949577,-0.117661324271473,-0.0518537754860255,-0.119103269344457,-0.0181667035690861,-0.0544048379480952,0.00331265433959573,-0.117767619302361,-0.0418766811032475,-0.00587799724947755,-0.0161507815579401,0.0157489768131593,0.0158183901034609,0.0158183901034609,0.0410627482793626,0.0479466003620514,0.117311978906033,0.0875696841513814,0.0181667035690861,0.0569626907044318,0.181867543886159
"SNAI2",-0.253453620060378,-0.265550787734861,0.0225863343119596,-0.102322437408221,-0.192672021969085,-0.10095092852175,-0.0611921766333306,0.0997549163285346,0.113119382103439,-0.175313497637171,0.103710850093448,-0.110682941597366,-0.0277135822713078,0.100916229492238,0.101180691338946,0.101180691338946,-0.104294122386657,-0.0834417220145788,0.175157944475477,-0.0859153576887442,0.0611921766333306,0.266293738031416,0.152161172143451
"TCF3",-0.253301626135148,-0.264892942198218,0.0230438859170996,-0.104069122412852,-0.192745939990347,-0.0989868378049143,-0.0604691185915312,0.0991924290515044,0.012903733790689,-0.17428879902006,0.105579710144928,-0.110228870714985,-0.0276555143884884,0.101204756410901,0.10043307810201,0.10043307810201,-0.104019016503309,-0.0814978590659368,0.17534009501426,-0.0869775463658779,0.0604691185915312,0.267440997629599,0.252200895818423
"KLF8",-0.253301626135148,-0.264892942198218,0.0230438859170996,-0.104069122412852,-0.192745939990347,-0.0989868378049143,-0.0604691185915312,0.0991924290515044,0.012903733790689,-0.17428879902006,0.105579710144928,-0.110228870714985,-0.0276555143884884,0.101204756410901,0.10043307810201,0.10043307810201,-0.104019016503309,-0.0814978590659368,0.17534009501426,-0.0869775463658779,0.0604691185915312,0.267440997629599,0.252200895818423
"CLDN7",-0.253301626135148,-0.264892942198218,0.0230438859170996,-0.104069122412852,-0.192745939990347,-0.0989868378049143,-0.0604691185915312,0.0991924290515044,0.012903733790689,-0.17428879902006,0.105579710144928,-0.110228870714985,-0.0276555143884884,0.101204756410901,0.10043307810201,0.10043307810201,-0.104019016503309,-0.0814978590659368,0.17534009501426,-0.0869775463658779,0.0604691185915312,0.267440997629599,0.252200895818423
"NP63",0.214710139702417,0.261167896245098,0.0551284858001382,0.0714358236677712,0.136784974177466,0.0717297763211988,-0.0246073652982519,-0.0627234722852582,-0.11718289692162,0.0176872821624741,-0.307932537753304,0.161772372263367,-0.0533270209223072,0.00436024093075354,0.0041447960795462,0.0041447960795462,0.20685773121848,0.0941588444281524,-0.0183308643133393,0.105911593681133,0.0246073652982519,-0.261474930621982,-0.243481696214788
"TWIST2",0.134245821722967,0.123391191772721,0.0723759583868391,0.0710544522986551,0.0022742069732979,0.0726132343398902,0.00202921147342148,-0.0847519861239803,0.044836267389706,-0.0165818826406104,-0.0840914881374429,0.0805043522051531,0.00734483292058758,-0.0744244546850786,-0.0741531498281728,-0.0741531498281728,0.083805641809798,0.0760107486066828,0.0166099899285846,0.0691070093517036,-0.00202921147342148,-0.122569973937087,-0.149919095799955
"SNAI1",-0.139281656755447,-0.0270718363901566,0.0816223538664841,-0.0740427400158077,-0.1050950164751,-0.0778139630447421,-0.0153580643004257,-0.0738865366984051,-0.110144633409471,-0.0483249403125958,-0.0718786127778905,0.0681782682432549,-0.04371937286729,-0.0638000511216567,-0.0640702118360113,-0.0640702118360113,0.0710344569337346,0.0316877312541036,0.04756325300836,-0.0646411558525153,0.0153580643004257,0.0247011420284721,0.17559207248453
"TGFbeta",-0.266122747328374,-0.0970117708369188,0.11386104903939,-0.196600418409403,-0.187231961661486,-0.195087020183732,-0.0687471373928796,0.0177516250376081,-0.0213457711104159,-0.222631185852654,0.0205842881395667,-0.0248473153796851,-0.118977770148576,0.0228153828696025,0.0230217502378268,0.0230217502378268,-0.0204725410695203,0.0354378561973848,0.122937437291601,0.10673280282809,0.0687471373928796,0.0977783329409137,0.286264004005179
