"","SNAI2","TWIST2","ZEB2","TWIST1","SNAI1","miR34a","TGFbeta","GSC","ZEB1","GRHL2","miR141","CLDN7","miR200b","FOXC2","miR200a","miR200c","miR205","NP63","OVOL2","CDH1","TCF3","KLF8","miR101"
"KLF8",-0.236774755484385,-0.261710149437424,0.0073365578754984,-0.146283509532891,0.00532634300010829,0.0764910862819791,-0.129247958076851,-0.132492475024468,0.132620853044401,-0.120204155050736,-0.132309987374942,-0.132309987374942,0.165109040093327,-0.0513353940799424,-0.0627803536069959,0.0722064551131014,-0.11804347826087,-0.120991455139482,-0.120343624107092,0.291194603720952,0.145702677006269,0.221441359089599,0.219340330926881
"miR200a",-0.222739853334893,-0.079928055816985,0.00744523724280665,0.119018583345835,0.147640711743773,-0.12651893303943,-0.141545542952385,-0.142634080358075,-0.0149948021808594,0.00236068798098058,0.0153998990358347,0.0153998990358347,0.0717092906266216,-0.0991204500250779,0.0114220601709279,-0.00507025593640177,0.0602861943358698,0.0590030949934138,0.0816741312189855,0.145718038165364,-0.119593882457005,0.0650400993046131,0.0648617916067636
"CDH1",-0.235642355865692,-0.260355573356571,0.00761711275069601,-0.146703164247366,0.00487864923906997,0.0770950597919129,-0.129843330133238,-0.129247958076851,0.132152386310352,-0.120148965621135,-0.132620853044401,-0.132620853044401,0.164598737905683,-0.0503855165484292,-0.0631221577383676,0.0722255621763458,-0.120991455139482,-0.119938553239123,-0.120592930940895,0.190433747544562,0.146283509532891,0.219340330926881,0.218715957726402
"miR205",-0.106436391288729,0.0161960676812063,0.0134191859713997,0.111728734759079,0.131714230130154,-0.0432450825353957,-0.0307449694091264,-0.0319543012612134,-0.0199046276365992,0.00566775098468554,0.0204735646684373,0.0204735646684373,0.0343710290937585,-0.122505255187604,0.0173484271695187,-0.00544598831796092,0.0647052058074213,0.0631592737887909,0.086737505381371,0.0965171625520348,-0.11256477940304,0.0481303918233147,0.0480940941826614
"OVOL2",-0.201696292280674,-0.172121455457758,0.0134462867749095,0.0110628828897906,0.1086299138084,-0.0646673083545126,-0.0529608816912363,-0.0537944905977619,0.009320464824266,-0.0454419486714271,-0.00903582156582758,-0.00903582156582758,0.123030659776786,-0.0997527284348843,3.06889473677396e-05,0.0094194854537186,-0.00797634738203095,-0.00890224329706892,-0.0620148360341343,0.183713751373404,-0.0116275904647852,0.159392643443289,0.159084471963957
"miR101",-0.104501741944982,-0.0369735060435013,0.0156025119540096,-0.0359316742083257,-0.0230864069596196,-0.0141829230517702,0.0183035474412227,0.0185156729725846,0.0170388307178596,-0.010154052220318,-0.0172517439375952,-0.0172517439375952,-0.011884009872101,0.00271617511493321,-0.003661138797307,0.0165255244839939,-0.0442680690345304,-0.0439242731075936,-0.0621133388715339,0.0559201436239829,0.0363801536339228,0.110628252462483,0.0105910352468622
"FOXC2",-0.109291173619159,0.0148786297939673,0.0179227213047089,0.127157306000855,0.149424898332902,-0.0554761920093613,-0.0567537414767736,-0.0580270667771937,-0.0266197591929721,0.00689727241726575,0.0273309568362,0.0273309568362,0.0451564024950464,-0.135138440476302,0.0244392152405873,-0.0122949486125469,0.0655072281257771,0.0637858944310088,0.0874171783625799,0.122377457578283,-0.128452934662415,0.0377397816255533,0.0378031128478459
"GRHL2",-0.204033587051558,-0.108839088831591,0.0512465304065961,0.0362663917436056,0.127938985475061,-0.121997082861732,-0.185235191136974,-0.185910922995042,-0.0965548118558488,-0.0354792428657174,0.0967860512246243,0.0967860512246243,0.176424367662455,-0.125076900469211,0.113866981919074,-0.0849378474375325,0.186054657138088,0.185275373246181,0.0950010294752124,0.162331656449694,-0.0368357888185811,0.153006394343301,0.152873465957369
"TGFbeta",0.254409472892506,0.178783426157616,0.0618969616482287,-0.0380066269832794,-0.093619998733004,0.0783712800670063,0.108734144132564,0.209001299643135,-0.0252327989630176,0.0218932347387141,0.0252271380127671,0.0252271380127671,-0.161332205465917,0.0659796058724417,0.0478174113232696,0.018950340161055,0.018958668639415,0.0191794372412139,0.0171132853016854,-0.141907594480406,0.0382108336404164,-0.0863909821699756,-0.0861742396780602
"GSC",0.0933894483131332,0.0512271462242124,0.063368011816272,-0.0743698526142638,0.000446318509026337,-0.0188197076379541,-0.0321338226190618,-0.0323893066635332,-0.073867017584486,0.0656130081901533,0.0740306374939883,0.0740306374939883,-0.0197415600408143,0.024561031402781,0.0702463786309685,-0.0013837354010153,0.0756905638982728,0.075330403741948,0.0821514919159045,-0.0251910725829513,0.0742229065370852,0.0041589978338879,0.00418433106329003
"NP63",-0.163642377651579,-0.187593561904238,0.0830668093973405,-0.134399459582112,-0.00362786497367599,0.0525905449316931,0.0335767952605899,0.0342854202884043,0.0683051304918356,-0.111921117856133,-0.0686298245431828,-0.0686298245431828,0.065935686044386,-0.0351337588677537,-0.0147942496947057,0.067488398431113,-0.10511423240406,-0.204184524751437,-0.099536584720056,0.112172648708879,0.134397215668727,0.17658196899905,0.176491503513004
"TWIST2",-0.212508572486752,-0.147126442564072,0.0921510593195745,0.12350332394684,0.0502922710966103,-0.0910193823134663,-0.0827895106382826,-0.0831145182108771,-0.128709321389162,0.1200165339612,0.128860094139867,0.128860094139867,0.0827223764452137,0.0330899203761078,0.108239531823492,-0.0199403831310532,0.117696627939346,0.117270425929863,0.116538374326165,0.0410452412393593,-0.12397779782228,0.0911368683495144,0.0911499035532546
"TWIST1",-0.184346519177856,-0.157409733865734,0.0998646082209309,-0.100596266264873,0.0221374548206997,-0.000810229177825207,-0.0402215820051963,-0.0405296079132147,-0.0590676502552272,0.0545959276939875,0.0591573626941592,0.0591573626941592,0.045612276083279,0.0762468526052383,0.0755887639998291,0.024242878927859,0.0671635152374712,0.0668492721704589,0.0751433771032117,0.183264038741569,0.000286643449184513,0.126796684566811,0.126628383018237
