"","miR200b","CDH1","miR101","KLF8","GSC","miR141","CLDN7","GRHL2","NP63","miR205","SNAI1","TWIST1","OVOL2","FOXC2","TCF3","ZEB1","miR34a","TGFbeta","ZEB2","SNAI2","TWIST2","miR200c","miR200a"
"GSC",-0.0166493570284316,-0.00105339613833884,-0.0610318195399021,-0.060821358864869,-0.0294069549752755,-0.121182826909535,-0.121182826909535,-0.115824626261122,-0.0967595130345292,-0.0973361524337514,-0.0993350264041253,0.190515303884273,-0.0841325160585334,0.225830577860276,-0.190422663966052,0.121209131585251,0.111301094076312,0.0292070906629737,-0.0206149329650145,-0.0832119354706128,0.0159902157132019,-0.0786359667450298,0.0440641778804075
"OVOL2",0.0103580201653505,-0.0855482842964765,-0.087238295536913,-0.0863488753599063,0.0342242430735464,0.0842973856031791,0.0842973856031791,0.0128118544323587,0.0289548723181725,0.0292346938374197,0.0298799976720509,0.00735960045075401,-0.0351526460107939,0.0365584569047769,-0.00635967238802471,-0.0843429013509485,-0.106725571049498,-0.0342862470418004,-0.0126458146560882,0.0822043190188981,0.070857165715128,0.0860696803863269,-0.0948043159816913
"CLDN7",-0.0438152717852032,-0.236766036036196,-0.05005832954798,-0.0520401504390544,-0.0198851464061702,-0.0387543087874141,-0.0387543087874141,-0.0370229351122266,-0.0287354444165201,-0.027463768115942,-0.0573867268644118,-0.0554462789738551,-0.0244489222133674,0.0131249878772654,0.0530745461568173,0.0388018529486253,0.0419270902125459,0.0208639392283561,0.0536448892817568,0.0450231932996387,0.0575932593444761,0.00708961049405344,0.0451562941238848
"SNAI2",-0.0440256978503188,-0.137041573619372,-0.0506346300617528,-0.0509932718015467,-0.0207595956720822,-0.0386558581787676,-0.0386558581787676,-0.0367754024253238,-0.0288325568393233,-0.0288895276214507,-0.05715131421537,-0.0549165292747913,-0.0243527223315895,0.0133073636040179,0.054367925720203,0.0386378617472029,0.0420556751296379,0.0208660267827146,0.0537022626622859,-0.0550969540551772,0.0579731921024896,0.00729081435650976,0.0452429865403568
"ZEB1",-0.196283246022266,-0.0800393989273717,-0.0152792240724993,-0.0149713508956743,-0.0618985355007355,-0.137949302444089,-0.137949302444089,-0.134976788996533,-0.0645384310434778,-0.0647482252726995,0.0574281896541172,-0.105812729673574,-0.0512393281336125,-0.112637674571208,0.106167883002461,0.0380973606457773,0.153942707022642,0.0617386847862096,0.0633381970710571,0.0371124340205731,0.138732984777254,-0.137504666496197,0.179343067715976
"GRHL2",-0.146240368000613,-0.0184842896844519,-0.013552437464284,-0.0132399237092772,-0.146213872532729,-0.145469558065996,-0.145469558065996,-0.0813346276355113,-0.0285593276604048,-0.0294323338912047,-0.00610993251120775,-0.0435287285313275,-0.0804319899474545,-0.0478147344084936,0.0436385614696477,0.14554969484441,0.157585100788747,0.145919521739756,0.0766596152998824,0.0146383881286299,0.0524448194975422,-0.139232816203563,0.186038003997335
"ZEB2",-0.241192828907561,-0.239187114480748,-0.129764037970898,-0.129580081006884,-0.0873220149107356,-0.0606897565629276,-0.0606897565629276,-0.057211438133742,-0.0382323672832247,-0.0379922061428466,-0.0371101727982459,-0.0307317037625271,-0.0290970757646431,-0.0132804628131611,0.0307852864991436,0.0605559613702257,0.0637571869798757,0.0874396337149649,0.103405991043573,0.125185052272275,0.13639489036856,0.173854851969592,0.22642504288496
"TGFbeta",-0.117982097099245,-0.112602862029727,-0.041250048097807,-0.0403588417492602,-0.204982044643308,0.00318510109147436,0.00318510109147436,0.00336185243896798,0.00275806700011102,0.00260543685565749,-0.0267892732207382,-0.0816373308782689,0.00209281000432197,-0.0513950737674867,0.0825925642410988,-0.00313072166027978,0.0610660248183388,0.104738346689762,0.11225334995999,0.0500542813312024,0.0930964097132482,0.057175089693614,0.0536808331327519
"NP63",-0.0661132334706146,-0.125290715859046,-0.0347421575610133,-0.034391261130288,0.0225289447504633,0.0983654288991362,0.0983654288991362,-0.0227250119359127,0.0400438062218308,0.140221149300077,-0.071206498797214,-0.0065727799366836,0.105712983481477,0.0392992571917947,0.00721229525139246,-0.0981113057596806,-0.0792167774434995,-0.0226658771229878,0.132287020041722,0.0196691743677808,-0.00902280968109188,0.112158201111456,-0.0197272012373568
"miR205",-0.016356581954715,-0.0508442575254529,-0.0153611641470058,-0.015079544521247,0.0101532467928041,0.137771266956986,0.137771266956986,0.136292619375487,0.063981912249389,0.0650125335951426,-0.0791016226250279,0.0960337881983323,0.048305633104307,0.105462383981555,-0.0955519299552616,-0.137853253516159,-0.149342924621223,-0.00988344834811281,0.167358169361564,0.00247789289910522,-0.102910545826229,0.149755090223522,0.023137506580795
"TWIST1",-0.0626144919574655,0.0533427740303899,0.0275466563722254,0.0276751232347459,-0.0382725877783835,-0.110522301316095,-0.110522301316095,-0.105668248575978,-0.0834313399356286,-0.0838280718077316,0.00152095182066591,0.077971902634949,-0.0714911814253765,0.185037094206916,-0.177941675605449,0.110589061191559,0.083415711263703,0.0381030638554558,0.214351387637297,-0.0990499428576659,-0.0573776721674039,0.0392361570174777,0.152729443038661
