"","miR101","ZEB2","FOXC2","CDH1","miR200b","miR200c","miR200a","OVOL2","TWIST1","GSC","ZEB1","CLDN7","miR141","GRHL2","NP63","miR205","TGFbeta","TCF3","miR34a","SNAI1","SNAI2","TWIST2","KLF8"
"GRHL2",0.00961036408545827,0.0217914991067822,0.0717085692925425,0.0150051396283741,0.0512327949252027,-0.0104669908823587,-0.0104669908823587,-0.0439501730411161,0.0253319117511319,0.0748761869831628,-0.00798670613214189,-0.00803321603351033,0.00803321603351033,-0.0324564515293695,-0.00694280794235584,-0.00725695133753435,-0.0750108898884218,-0.0259822383596064,-0.015810806451789,-0.076125352238534,3.49142893476311e-05,0.0213220301224473,-0.0105954426540572
"OVOL2",0.0634470826355142,0.0276844654977062,-0.0969407464685665,-0.0873080884046601,0.0584965800503794,-0.0200219317639856,-0.0200219317639856,-0.0435078718665146,-0.0347833924786811,-0.0346602494044388,-0.0158541644469273,-0.0158651697471343,0.0158651697471343,-0.0254456000468842,-0.0101532078741328,-0.0101823784572204,0.0346223580905058,0.0344650700558338,-0.00630805034511526,0.117335213387008,-0.0839269253697226,-0.0848775347527678,-0.0638857608979096
"SNAI2",-0.0369622845422877,0.0304911395462101,-0.0191279656312326,-0.0360460016728394,-0.0207356172251677,-0.0254547086831212,-0.0254547086831212,0.0171670425388148,0.0850173570445189,-0.00318922996381126,-0.0218825528212147,-0.0217706321563408,0.0217706321563408,0.0202734686831384,-0.0180796847200291,-0.0177785534430697,0.0032258560545147,-0.0844370160942105,-0.0140346029240795,-0.00394176437547399,-0.0349471370323983,0.0844605332986459,0.0379521912399396
"TCF3",-0.0361761244675932,0.0308833432233653,-0.0192221779101777,-0.135505828233032,-0.0201112324481099,-0.0250731484033909,-0.0250731484033909,0.0169581927500828,0.0852178925882345,-0.0028825303615066,-0.0220128872140168,-0.0216947070582182,0.0216947070582182,0.0203444180484865,-0.0185232889335679,-0.0165579710144928,0.00328129780758236,-0.0838142139822325,-0.0138580781935132,-0.0040370944638145,0.0658022086538069,0.0835270538842029,0.0392904144392814
"KLF8",-0.0361761244675932,0.0308833432233653,-0.0192221779101777,-0.135505828233032,-0.0201112324481099,-0.0250731484033909,-0.0250731484033909,0.0169581927500828,0.0852178925882345,-0.0028825303615066,-0.0220128872140168,-0.0216947070582182,0.0216947070582182,0.0203444180484865,-0.0185232889335679,-0.0165579710144928,0.00328129780758236,-0.0838142139822325,-0.0138580781935132,-0.0040370944638145,0.0658022086538069,0.0835270538842029,0.0392904144392814
"CLDN7",-0.0361761244675932,0.0308833432233653,-0.0192221779101777,-0.135505828233032,-0.0201112324481099,-0.0250731484033909,-0.0250731484033909,0.0169581927500828,0.0852178925882345,-0.0028825303615066,-0.0220128872140168,-0.0216947070582182,0.0216947070582182,0.0203444180484865,-0.0185232889335679,-0.0165579710144928,0.00328129780758236,-0.0838142139822325,-0.0138580781935132,-0.0040370944638145,0.0658022086538069,0.0835270538842029,0.0392904144392814
"NP63",-0.0287766029962102,0.0997377557085678,-0.00926098256689113,-0.0870158797451393,-0.116156207865353,-0.0330899793451317,-0.0330899793451317,-0.0683151484303965,0.0777525601417663,0.0849242525998359,0.000450781849296641,0.000373085989569899,-0.000373085989569899,0.0801049414849004,-0.00387545193382652,0.0958719685304899,-0.0849567740383105,-0.0779163658188672,-0.00253593833654317,-0.0123976484628869,0.0453256026049483,0.0327663036327665,0.0283407238361685
"SNAI1",-0.207076516981891,0.118554856447252,-0.0731001950124412,-0.169843234990172,-0.0496054152296477,-0.105040191941849,-0.105040191941849,0.0773520439420115,-0.175134869965378,-0.0275455323593921,-0.0951903233570713,-0.0951853046527463,0.0951853046527463,0.0907046647672166,-0.0831580474249783,-0.0832266580596267,0.0275375310323428,0.175023996723639,0.0968360498482069,0.0759141408171395,0.126972685269574,0.0198067711462958,0.206895883736015
"TGFbeta",-0.112767155488195,0.12505856695886,-0.141915725023375,-0.085513813640704,0.0599220332440527,-0.113064237036118,-0.113064237036118,0.0833914632481919,-0.0985569649491577,-0.233848883948948,-0.104496786532061,-0.104431085200365,0.104431085200365,0.0992696889963904,-0.0906122772570506,-0.0905087068018857,0.133844105557702,0.0991128608491418,0.104972295042637,0.217374032938176,0.00479020177763872,-0.0669128666653186,0.113514328487482
"TWIST1",-0.0935233930368692,0.134345603455337,-0.18995849690658,-0.155967911430352,-0.00513473365100179,-0.127113922296032,-0.127113922296032,0.075574442105472,-0.167976624006842,-0.0477872122447204,-0.121190614841419,-0.121118918930801,0.121118918930801,0.11468341664817,-0.0895724362952546,-0.089442811030112,0.0478395421802637,0.0680378950125848,0.00882840792864603,0.197204799532779,-0.00805662238606252,-0.0498674547297335,0.0937365086072521
"TWIST2",-0.131410090089152,0.144723133705269,-0.126165287565408,0.0177227597609733,-0.0749277919738751,-0.0721220771222455,-0.0721220771222455,-0.0208608940433406,-0.0552504373779397,-0.00762889866770681,-0.000916841173068687,-0.000961717859038427,0.000961717859038427,0.0016447304367591,0.0102643002345397,0.0100708832583488,0.00762917155399783,0.0553929220252189,0.0803807971167711,0.207288502081465,0.0935172182967206,0.0716362317672053,0.131363163355687
