"","ZEB2","TWIST2","KLF8","TWIST1","GSC","NP63","miR34a","miR200c","miR141","CLDN7","ZEB1","GRHL2","CDH1","miR205","miR200a","TGFbeta","TCF3","OVOL2","FOXC2","miR200b","SNAI2","miR101","SNAI1"
"TWIST1",0.00444836560448277,0.0930181670224239,0.0224248003681829,-0.107393493102138,0.00182052918301027,0.0881008452752911,-0.00501826925396849,0.0245010166950086,0.0776784889499522,-0.0776784889499522,-0.0774814177464111,-0.0845826628379431,-0.0478811293848446,-0.0879437237417849,-0.0245010166950086,-0.00200822757456979,0.00702668401442223,-0.0893437429228118,0.0112072449183537,0.0203034252991418,-0.097645068130539,-0.0218860362393177,-0.0117499573655936
"miR34a",0.00489751178821673,-0.00103255906594102,0.0324938683709148,0.0130816135214303,0.0062376126848386,0.0515623422718814,0.0110700411484418,0.0550193965634196,0.0291434079205172,-0.0291434079205172,-0.0286962643800637,-0.0316842085324515,0.0365571377545917,-0.0514658372668669,-0.0550193965634196,-0.00640475301634365,-0.0134272474329196,-0.062654023331232,0.0704439422576134,0.0317773111775245,-0.108697677667488,-0.0320607475964834,-0.0329330376495454
"miR200a",0.00804362304115802,0.0207183053547758,0.0710771769219529,-0.056745942229982,-0.110055365561065,-0.0521507092941765,0.00991984088109888,-0.0018033169189885,0.00354774337285559,-0.00354774337285559,-0.0035216296912952,0.00594404397635141,-0.0545268271712844,0.0524670412650313,0.0018033169189885,0.110016732709506,0.0570372890806261,0.0647953710037594,0.0601582697241068,0.0352019868908855,-0.0989460496878573,-0.071520244534791,0.0158924015137369
"TCF3",0.0100865875883475,0.0211203384937259,0.0138710013487536,0.087894897419244,-0.0114173668433266,-0.0372968501298484,0.00510187962996223,-0.0149349728943068,-0.0163461203621327,0.0163461203621327,0.0154793537308193,0.0188621366799394,-0.00374515070102982,0.0422101449275362,0.0149349728943068,0.011145479948275,-0.0838290697328936,0.0525878264549,-0.053174069222352,0.0139858718138467,-0.0137342423507722,-0.0201442840189965,0.0212407000782313
"CLDN7",0.0100865875883475,0.0211203384937259,0.0138710013487536,0.087894897419244,-0.0114173668433266,-0.0372968501298484,0.00510187962996223,-0.0149349728943068,-0.0163461203621327,0.0163461203621327,0.0154793537308193,0.0188621366799394,-0.00374515070102982,0.0422101449275362,0.0149349728943068,0.011145479948275,-0.0838290697328936,0.0525878264549,-0.053174069222352,0.0139858718138467,-0.0137342423507722,-0.0201442840189965,0.0212407000782313
"SNAI2",0.0103254160883834,0.0193757159046902,0.0182129327201062,0.0865987811949862,-0.0119863662547177,-0.0396885194289422,0.00474859368421708,-0.0146001638852013,-0.0150686431694614,0.0150686431694614,0.0156141921377517,0.0175465413944653,-0.103455264492563,0.0406353195700127,0.0146001638852013,0.0114878205259662,-0.0867846716556318,0.0515932472788534,-0.0530937028772852,0.0130504914583918,-0.114574076635171,-0.0179181111738539,0.0208471828412088
"CDH1",0.0109571983518575,0.018930557471828,0.0201442840189965,0.0867846716556318,-0.011145479948275,-0.0406353195700127,0.00457207830545892,-0.0144742803694145,-0.0154793537308193,0.0154793537308193,0.0150686431694614,0.0175408368065505,-0.10377452372901,0.0372968501298484,0.0144742803694145,0.0119863662547177,-0.087894897419244,0.0519098050657717,-0.0543629096548749,0.0128365825390674,-0.0141459287986409,-0.0182129327201062,0.0195608216537847
"miR200b",0.0127078761094498,0.0555664024464068,0.0478844131522288,-0.050298292669194,-0.103927026149727,0.0710996353142569,-0.106458122385463,0.00407839497537776,0.0175924743035778,-0.0175924743035778,-0.0172976352151908,-0.0264029407755766,0.0742699585932286,-0.0709965608518435,-0.00407839497537776,0.103629325940656,0.0496727103452222,-0.0826073448362387,0.0262808568438572,0.0179723614446883,-0.0385450423488823,-0.0469352398515552,0.0674035726628772
"FOXC2",0.022326714951551,-0.0479085449275285,0.020842862005666,-0.0104921834414981,-0.0319424917168418,-0.0699736277803576,0.00990288719541288,-0.01755221464934,-0.0142332166852472,0.0142332166852472,0.0138195912776795,0.0257555832346053,-0.0602103118748024,0.070908840575153,0.01755221464934,0.0318567349404282,0.0112751938065274,0.0807413844749861,0.0998866087640363,0.0308770600608801,-0.0458061474098581,-0.0218373333611254,-0.0567452549717559
"ZEB1",0.0224488788682675,-0.0483578133753656,0.0218373333611254,-0.010801665614724,-0.0318567349404282,-0.0708128046972446,0.00969619729141973,-0.0173885412445376,-0.0138195912776795,0.0138195912776795,-0.0861532329075233,0.0252838156358608,-0.0601266526257774,0.0699736277803576,0.0173885412445376,0.0320723847598815,0.0104921834414981,0.0804654918300757,0.0998507996468999,0.0306118552410261,-0.0459507681070329,-0.02140160831612,-0.0570049290100176
"TGFbeta",0.0702806328420347,0.0700084750236466,0.0105511676582026,-0.0775544551651118,-0.187778252250924,0.088057236492159,-0.0951636962799985,0.00265874839629378,0.0818282229904287,-0.0818282229904287,-0.0820754178180356,-0.0874806590713984,0.0359516373087039,-0.0876620334395561,-0.00265874839629378,0.0878594849021055,0.0781058131393817,-0.0877564578387062,0.0558691192729336,0.0668601204129431,-0.00552096963482501,-0.011496386512722,0.0258052873928925
"SNAI1",0.0839762398759739,0.0275857953412267,0.0244798929674255,-0.0012452074333657,0.00935832253238693,0.0992101598478089,-0.100683659876522,0.00419537284994856,0.0955492699929626,-0.0955492699929626,-0.0954931377153588,-0.10214947756219,-0.0779809371477484,-0.0997798731533713,-0.00419537284994856,-0.00925196342892587,0.000878865892687484,-0.0976423442774809,-0.0901870839534075,-0.0229353142506517,0.0627541824395733,-0.0239554638027997,-0.0849976950660366
"NP63",0.0948778187540017,-0.0137742427054469,0.0257902865618863,0.10205197235082,-0.0642890032382942,0.143378638127644,0.084694095781108,-0.0977002689223776,-0.0991277246444782,0.0991277246444782,0.0993628479230399,-0.0726724657113379,-0.101138222387401,-0.24492635953779,0.0977002689223776,0.0647870947433522,-0.102408754579026,-0.0142518965816282,-0.0538288600071187,0.00549679850131419,-0.0164289582068934,-0.0254092349691455,0.0460295961826593
