"","FOXC2","TGF","TGFR","CDC42","PAK1","SOSGRB2","SNAI1","HEY1","EGR1","MEK","SMAD","ILK","SHH","TWIST1","AKT","ERK","cfos","IKK","NFB","SMO","Csn","FUS","Jagged","NOTCH","NOTCHic","Csl","KLF4","cateninmemb","ZEB2","ZEB1","SNAI2","RAS","RAF","PI3K","DELTA","GSK3","Ecadherin","miR200","cateninnuc","GLI","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched","RKIP"
"ERK",0.36198815150369,0.390331384316416,0.360428741757306,0.319075358298659,0.267619047619048,0.192192013182127,0.265411300883118,0.166625092132138,0.166666666666667,0.202850943192923,0.167222065495273,0.1566872194661,0.240567957159981,0.429600333490971,0.208231164934091,0.162074244163796,0.212820512820513,0.182649769585253,0.152649769585253,0.202463768115942,0.110714285714286,0.179130434782609,0.295271562150623,0.274936064556176,0.246444444444444,0.208565656565657,-0.400157674777228,-0.542333605690496,0.437620956757217,0.437620956757217,0.684344591287217,0.166239243027195,0.137110802660222,0.137110802660222,0.137110802660222,-0.211520924979867,-0.61529843934831,-0.447337614170497,0.41782629542435,0.377930424006373,0.398771955269092,0.352867132867133,0.376738056964007,0.351288185498712,0.32,0.318421052631579,0.27,0.268421052631579,0.411201352380991,-0.0857142857142857,-0.14,0.2,0.0614087514404488,-0.222200610221205,-0.212820512820513
"cMet",0.403425324675325,0.404830917874396,0.372222222222222,0.35,0.3,0.0925925925925926,0.398543556531447,0.210204081632653,0.2,0.266468253968254,0.199676841638757,0.189396467806981,0.199615975422427,0.392171276998863,0.269677419354839,0.253968253968254,0.242857142857143,0.26,0.266666666666667,0.15,0.2,0.15,0.222382478632479,0.278555083360575,0.24812030075188,0.242857142857143,-0.320634920634921,-0.196593406593407,0.456717394861725,0.456717394861725,0.485392832218995,0.249197860962567,0.206060606060606,0.206060606060606,0.206060606060606,-0.249244306418219,-0.331145550048714,-0.466620239663718,0.165800604434325,0.086969696969697,0.132277877161598,0.0233333333333333,0.0861240310077519,0.0233333333333333,-0.05,0.05,-0.1,0,0.0419047619047619,-0.2,-0.1,0.1,-0.124548974952053,-0.173809523809524,-0.242857142857143
"Jagged",0.309523809523809,0.329468599033816,0.255555555555556,0.2,0.2,0.22,0.249855072463768,0.153333333333333,0,0.3,0.0580952380952381,0.0533333333333333,0.114652014652015,0.290217391304348,0.0833333333333333,0.2,0.1,0.0333333333333333,0,0.0333333333333333,0,0,0.162857142857143,0.229230769230769,0.16,0.1,-0.405555555555556,-0.431428571428571,0.457936507936508,0.457936507936508,0.437194029850746,0.272727272727273,0.2,0.2,0.2,-0.242063492063492,-0.51088963963964,-0.469264069264069,0.349516775359472,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.309132420091324,-0.0761904761904762,-0.1
"DELTA",0.309523809523809,0.329468599033816,0.255555555555556,0.2,0.2,0.22,0.249855072463768,0.153333333333333,0,0.3,0.0580952380952381,0.0533333333333333,0.114652014652015,0.290217391304348,0.0833333333333333,0.2,0.1,0.0333333333333333,0,0.0333333333333333,0,0,0.162857142857143,0.229230769230769,0.16,0.1,-0.405555555555556,-0.431428571428571,0.457936507936508,0.457936507936508,0.437194029850746,0.272727272727273,0.2,0.2,0.2,-0.242063492063492,-0.51088963963964,-0.469264069264069,0.349516775359472,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.309132420091324,-0.0761904761904762,-0.1
"NFB",0.540680272108843,0.57238573417459,0.527869605142332,0.469191919191919,0.405555555555556,0.380918674698795,0.321127485910475,0.190873440285205,0.16,0.345470085470085,0.191770871364245,0.177714646464646,0.277195962994113,0.566156262218449,0.358106312292359,0.291623931623932,0.213846153846154,0.318571428571429,0.264285714285714,0.224,0.314285714285714,0.18,0.31090286226548,0.403179522319681,0.361457668015045,0.307359307359307,-0.413369963369963,-0.611641084185698,0.471903840483562,0.471903840483562,0.696829226620644,0.420544086778334,0.384685500919749,0.384685500919749,0.384685500919749,-0.252437275911552,-0.7290227896562,-0.476480395761176,0.464666734914878,0.409947181407856,0.438934351700309,0.376239316239316,0.40957264957265,0.376239316239316,0.331623931623932,0.331623931623932,0.277777777777778,0.277777777777778,0.443520770010132,-0.3,-0.12,0.2,0.161569737765705,-0.251586206896552,-0.213846153846154
"SRC",0.400923645320197,0.394805295950156,0.365833333333333,0.345833333333333,0.333333333333333,0.129120879120879,0.296596638655462,0.114420667052246,0.2,0.210909090909091,0.0988538367194582,0.0968538367194582,0.0853510226644555,0.254615858094119,0.161764705882353,0.190909090909091,0.2,0.15,0.15,0.0444444444444444,0.15,0.0333333333333333,0.105612535612536,0.165925925925926,0.14,0.12,-0.351151761517615,-0.108011036750029,0.475658036677454,0.475658036677454,0.199702271102466,0.223008411677387,0.194326241134752,0.194326241134752,0.194326241134752,-0.133663192153758,-0.269540946451551,-0.487873586626663,0.0791730171121272,0.0344262295081967,0.0603521554341226,0,0.0344262295081967,0,-0.05,-0.05,-0.1,0,-0.0271686004505079,-0.1,-0.0333333333333333,0,-0.0759090649558276,-0.062962962962963,-0.2
"SMO",0.429285714285714,0.523333333333333,0.481666666666667,0.44,0.4,0.317647058823529,0.358613765406453,0.123809523809524,0.1,0.314285714285714,0.125414803775459,0.113939393939394,0.32,0.283164983164983,0.23452380952381,0.271428571428571,0.2,0.192857142857143,0.15,0.253333333333333,0.1,0.333333333333333,0.237032967032967,0.322377622377622,0.278787878787879,0.233333333333333,-0.413888888888889,-0.399013899816417,0.480701754385965,0.480701754385965,0.455267006136571,0.385396541443053,0.350512820512821,0.350512820512821,0.350512820512821,-0.33,-0.444883234192553,-0.491125541125541,0.30236442090811,0.344444444444444,0.275091693635383,0.3,0.241111111111111,0.196666666666667,0.25,0.15,0.2,0.1,0.366472607851918,0,-0.3,0.1,0.321054457863796,-0.286666666666667,-0.2
"TWIST1",0.536507048412821,0.523653974448183,0.485438871473354,0.440438871473354,0.381818181818182,0.341761804087385,0.478056936297507,0.240214808168149,0.271428571428571,0.467804488207497,0.232060372060372,0.215844155844156,0.456666666666667,0.465314723590586,0.46043956043956,0.419712885154062,0.358928571428571,0.416849816849817,0.369230769230769,0.391555555555556,0.3,0.355555555555556,0.409341468230334,0.419429659334873,0.379145299145299,0.335555555555555,-0.404315196998124,-0.658595032204739,0.487754933750357,0.487754933750357,0.729975598480718,0.452720311239165,0.420886401204563,0.420886401204563,0.420886401204563,-0.40079685193553,-0.827208757207443,-0.495835866261398,0.470445071651422,0.418854803675856,0.446553304236338,0.385254803675856,0.417916244511989,0.384582911178656,0.348412698412698,0.348412698412698,0.309523809523809,0.309523809523809,0.461239889143115,-0.2,-0.3,0.266666666666667,0.397347793388855,-0.427666666666667,-0.358928571428571
"NOTCH",0.370393374741201,0.392180463440596,0.329468599033816,0.255555555555556,0.2,0.28,0.293605072463768,0.15768115942029,0.1,0.371428571428571,0.0696336996336996,0.0580952380952381,0.144063779357897,0.338493253373313,0.133333333333333,0.3,0.2,0.0833333333333333,0.0333333333333333,0.0761904761904762,0,0.0333333333333333,0.192486772486772,0.187851458885942,0.229230769230769,0.16,-0.457936507936508,-0.481698841698842,0.514799253034547,0.514799253034547,0.486082918739635,0.325668449197861,0.272727272727273,0.272727272727273,0.272727272727273,-0.285965931087882,-0.569048635455539,-0.523110223110223,0.380060708413865,0.314685314685315,0.349516775359472,0.269230769230769,0.314685314685315,0.269230769230769,0.2,0.2,0.1,0.1,0.338490566037736,0,0,0,0.337703848662753,-0.114652014652015,-0.2
"FUS",0.468883029721956,0.563873873873874,0.523333333333333,0.481666666666667,0.44,0.343734015345268,0.387116180865391,0.137242359630419,0.2,0.354285714285714,0.135759631361666,0.125414803775459,0.343711340206186,0.318954456849194,0.270523809523809,0.314285714285714,0.271428571428571,0.23452380952381,0.192857142857143,0.286666666666667,0.15,0.253333333333333,0.262642723130528,0.361912506098553,0.322377622377622,0.278787878787879,-0.459651600753296,-0.43686700716105,0.524451754385965,0.524451754385965,0.490193476724807,0.416646541443053,0.385396541443053,0.385396541443053,0.385396541443053,-0.354398625429553,-0.487025097892136,-0.534272749247369,0.325104146935507,0.379059829059829,0.30236442090811,0.344444444444444,0.275091693635383,0.241111111111111,0.3,0.196666666666667,0.25,0.15,0.404360806609682,-0.1,-0.333333333333333,0.1,0.339169332679702,-0.32,-0.271428571428571
"cfos",0.396859138136604,0.419932041642568,0.373778195488722,0.311278195488722,0.242857142857143,0.311290322580645,0.3125,0.0696811594202899,0.3,0.43030303030303,0.080065226552337,0.0667908902691511,0.152319929297393,0.357902230659706,0.155889724310777,0.363636363636364,0.3,0.119047619047619,0.0761904761904762,0.1,0.0333333333333333,0.0666666666666667,0.204590395480226,0.213508158508158,0.171969696969697,0.113636363636364,-0.501860146820953,-0.527280467727011,0.551526461080237,0.551526461080237,0.532561281419202,0.374608621998949,0.33118756936737,0.33118756936737,0.33118756936737,-0.321972580015613,-0.605386965890916,-0.563558296529482,0.421934843888504,0.363283283283283,0.394871504157218,0.328148148148148,0.364259259259259,0.328148148148148,0.28,0.28,0.2,0.2,0.394185463659148,0,-0.0333333333333333,0.1,0.376133745657794,-0.129032258064516,-0.3
"CDC42",0.396859138136604,0.419932041642568,0.373778195488722,0.311278195488722,0.342857142857143,0.311290322580645,0.3125,0.0696811594202899,0.2,0.43030303030303,0.080065226552337,0.0667908902691511,0.152319929297393,0.357902230659706,0.155889724310777,0.363636363636364,0.3,0.119047619047619,0.0761904761904762,0.1,0.0333333333333333,0.0666666666666667,0.204590395480226,0.213508158508158,0.171969696969697,0.113636363636364,-0.501860146820953,-0.527280467727011,0.551526461080237,0.551526461080237,0.532561281419202,0.374608621998949,0.33118756936737,0.33118756936737,0.33118756936737,-0.321972580015613,-0.605386965890916,-0.563558296529482,0.421934843888504,0.363283283283283,0.394871504157218,0.328148148148148,0.364259259259259,0.328148148148148,0.28,0.28,0.2,0.2,0.394185463659148,0,-0.0333333333333333,0.1,0.376133745657794,-0.129032258064516,-0.3
"TGF",0.529501044932079,0.546806853582555,0.591666666666667,0.526666666666667,0.46,0.26505376344086,0.434396425236761,0.222066869300912,0.3,0.454934437543133,0.213793816802666,0.20051948051948,0.258609307359307,0.461967418546366,0.337893772893773,0.398412698412698,0.342857142857143,0.312179487179487,0.258333333333333,0.198787878787879,0.233333333333333,0.153333333333333,0.31579822072153,0.387208931419458,0.341754385964912,0.273333333333333,-0.505289739500266,-0.513148148148148,0.555765929976456,0.555765929976456,0.508986297221591,0.409034749034749,0.35047619047619,0.35047619047619,0.35047619047619,-0.363872549019608,-0.59574815577286,-0.563588054281485,0.425158459886486,0.342264150943396,0.38759748427673,0.28,0.342264150943396,0.28,0.2,0.2,0.1,0.1,0.356084656084656,-0.2,-0.133333333333333,0,0.187297658985499,-0.227359307359307,-0.342857142857143
"NOTCHic",0.416295014085463,0.437986915053499,0.392180463440596,0.329468599033816,0.255555555555556,0.338974358974359,0.328462215320911,0.1734706331045,0.2,0.43984962406015,0.0852586996336996,0.0696336996336996,0.168769661710838,0.376954791834852,0.172868217054264,0.371428571428571,0.3,0.133333333333333,0.0833333333333333,0.114652014652015,0.0333333333333333,0.0761904761904762,0.218727907238546,0.229956722043836,0.187851458885942,0.229230769230769,-0.508879904162923,-0.526050306133988,0.563636462336873,0.563636462336873,0.526082918739635,0.368076826161212,0.325668449197861,0.325668449197861,0.325668449197861,-0.317296403190887,-0.617774750105221,-0.574917452025886,0.407104733571098,0.348751248751249,0.380060708413865,0.314685314685315,0.349516775359472,0.314685314685315,0.269230769230769,0.269230769230769,0.2,0.2,0.382152537868722,0,-0.0333333333333333,0.1,0.359621656881931,-0.144063779357897,-0.3
"TCFLEF",0.614302678017286,0.603645365692759,0.575645365692759,0.545787545787546,0.507692307692308,0.25883830455259,0.430235956542446,0.191372436423298,0.426666666666667,0.514659890833804,0.171946248389316,0.164099165894347,0.276552309479139,0.429740521162186,0.308616847633241,0.48437417654809,0.457101449275362,0.288398268398268,0.268398268398268,0.235714285714286,0.235064935064935,0.211904761904762,0.279716794620904,0.39416339869281,0.369496732026144,0.343496732026144,-0.438209972862958,-0.437231559959092,0.574043161560624,0.574043161560624,0.480937080259836,0.41248054990004,0.38765015641293,0.38765015641293,0.38765015641293,-0.353147476127602,-0.605450795699677,-0.585284840186845,0.209506896067234,0.2698837355455,0.190044390648941,0.2411337355455,0.265938277615493,0.237457264957265,0.209509803921569,0.205833333333333,0.174509803921569,0.170833333333333,0.601138796946026,-0.171428571428571,-0.183333333333333,0.133333333333333,0.324007448398448,-0.256039488966318,-0.457101449275362
"PAK1",0.433855475132941,0.456531465273692,0.419932041642568,0.373778195488722,0.311278195488722,0.353150787696924,0.341071428571429,0.0874230949041608,0.3,0.488442565186751,0.0931394314993334,0.080065226552337,0.174245062987232,0.390467072158265,0.18922305764411,0.43030303030303,0.363636363636364,0.155889724310777,0.119047619047619,0.129032258064516,0.0761904761904762,0.1,0.22886224014042,0.248011082484767,0.213508158508158,0.171969696969697,-0.543239457165781,-0.564875887574339,0.593595426597478,0.593595426597478,0.566464415322336,0.409370526760853,0.374608621998949,0.374608621998949,0.374608621998949,-0.347259936337452,-0.646186965890916,-0.605406122616439,0.445033839584344,0.393936549614942,0.421934843888504,0.363283283283283,0.394871504157218,0.364259259259259,0.328148148148148,0.328148148148148,0.28,0.28,0.430314495917212,-0.0333333333333333,-0.0666666666666667,0.2,0.394825334442841,-0.152319929297393,-0.363636363636364
"LIV1",0.433855475132941,0.456531465273692,0.419932041642568,0.373778195488722,0.311278195488722,0.353150787696924,0.341071428571429,0.0874230949041608,0.3,0.488442565186751,0.0931394314993334,0.080065226552337,0.174245062987232,0.390467072158265,0.18922305764411,0.43030303030303,0.363636363636364,0.155889724310777,0.119047619047619,0.129032258064516,0.0761904761904762,0.1,0.22886224014042,0.248011082484767,0.213508158508158,0.171969696969697,-0.543239457165781,-0.564875887574339,0.593595426597478,0.593595426597478,0.566464415322336,0.409370526760853,0.374608621998949,0.374608621998949,0.374608621998949,-0.347259936337452,-0.646186965890916,-0.605406122616439,0.445033839584344,0.393936549614942,0.421934843888504,0.363283283283283,0.394871504157218,0.364259259259259,0.328148148148148,0.328148148148148,0.28,0.28,0.430314495917212,-0.0333333333333333,-0.0666666666666667,0.2,0.394825334442841,-0.152319929297393,-0.363636363636364
"EGR1",0.433855475132941,0.456531465273692,0.419932041642568,0.373778195488722,0.311278195488722,0.353150787696924,0.341071428571429,0.0874230949041608,0.3,0.488442565186751,0.0931394314993334,0.080065226552337,0.174245062987232,0.390467072158265,0.18922305764411,0.43030303030303,0.363636363636364,0.155889724310777,0.119047619047619,0.129032258064516,0.0761904761904762,0.1,0.22886224014042,0.248011082484767,0.213508158508158,0.171969696969697,-0.543239457165781,-0.564875887574339,0.593595426597478,0.593595426597478,0.566464415322336,0.409370526760853,0.374608621998949,0.374608621998949,0.374608621998949,-0.347259936337452,-0.646186965890916,-0.605406122616439,0.445033839584344,0.393936549614942,0.421934843888504,0.363283283283283,0.394871504157218,0.364259259259259,0.328148148148148,0.328148148148148,0.28,0.28,0.430314495917212,-0.0333333333333333,-0.0666666666666667,0.2,0.394825334442841,-0.152319929297393,-0.363636363636364
"TGFR",0.575036759217794,0.595543315676417,0.546806853582555,0.591666666666667,0.526666666666667,0.318676951846657,0.472761205110975,0.237514023772457,0.342857142857143,0.508780591389287,0.225762928771778,0.213793816802666,0.28752497000991,0.50492770735503,0.371227106227106,0.454934437543133,0.398412698412698,0.337893772893773,0.312179487179487,0.227359307359307,0.258333333333333,0.198787878787879,0.347357156082746,0.431734478864713,0.387208931419458,0.341754385964912,-0.552953290902135,-0.562970633355249,0.602640929976456,0.602640929976456,0.555492321317977,0.45702236513382,0.409034749034749,0.409034749034749,0.409034749034749,-0.39942242114237,-0.648078850583766,-0.610700516287564,0.455774401915471,0.387362190159083,0.425158459886486,0.342264150943396,0.38759748427673,0.342264150943396,0.28,0.28,0.2,0.2,0.41019721019721,-0.233333333333333,-0.153333333333333,0.1,0.214851838552063,-0.258609307359307,-0.398412698412698
"ZEB1",0.462572556790073,0.493508738288118,0.457652164582939,0.416415051180877,0.364176245210728,0.381922895422557,0.343815596136852,0.175971250971251,0.2,0.375213558705925,0.168515923485804,0.157180910891346,0.267161616161616,0.469130471594277,0.28331450094162,0.325595238095238,0.271428571428571,0.249981167608286,0.217777777777778,0.218939393939394,0.173333333333333,0.191666666666667,0.331561853364117,0.361172043010753,0.326172043010753,0.288172043010753,-0.550289378622833,-0.64176858962665,0.602753366762302,0.602753366762302,0.52445446915361,0.457492076555772,0.425239240251071,0.425239240251071,0.425239240251071,-0.383025993552766,-0.644932039827864,-0.621578098338662,0.495659675744189,0.450386927754216,0.474333599544288,0.420975163048334,0.448864430643484,0.419493801272854,0.384436701509872,0.38223889931207,0.338095238095238,0.335897435897436,0.479836386797048,-0.133333333333333,-0.158333333333333,0.266666666666667,0.400791147030062,-0.244939393939394,-0.271428571428571
"Csl",0.452850905324134,0.474005872399471,0.437986915053499,0.392180463440596,0.329468599033816,0.378597000483793,0.357898540999408,0.194038008991025,0.3,0.496213260423787,0.0994580954040924,0.0852586996336996,0.192057332943715,0.4096562136358,0.207868217054264,0.43984962406015,0.371428571428571,0.172868217054264,0.133333333333333,0.144063779357897,0.0833333333333333,0.114652014652015,0.244068506693586,0.264884951708908,0.229956722043836,0.187851458885942,-0.552163486252475,-0.563866761830191,0.6067449667357,0.6067449667357,0.559830974727194,0.402046291810067,0.368076826161212,0.368076826161212,0.368076826161212,-0.342103799184723,-0.658986871317342,-0.618104519000482,0.430199831031228,0.379329761147943,0.407104733571098,0.348751248751249,0.380060708413865,0.349516775359472,0.314685314685315,0.314685314685315,0.269230769230769,0.269230769230769,0.417585608734863,-0.0333333333333333,-0.0761904761904762,0.2,0.377740779138984,-0.168769661710838,-0.371428571428571
"SMAD",0.493774459352408,0.513408492471304,0.474946954009766,0.428054298642534,0.369230769230769,0.38936760505916,0.390739022468307,0.215215146299484,0.3,0.485094440484676,0.103196644042232,0.190376131221719,0.294827731092437,0.42929405750462,0.311239864366799,0.427717391304348,0.3625,0.274097007223942,0.236842105263158,0.243690476190476,0.2,0.213690476190476,0.349259374576623,0.367441323044771,0.329941323044771,0.287412587412587,-0.568674338319908,-0.576068780816202,0.622047140737244,0.622047140737244,0.572164004742024,0.48038056580189,0.445226982184143,0.445226982184143,0.445226982184143,-0.362162004662005,-0.670240136843046,-0.632140714419196,0.444447360486149,0.391771708683473,0.420647778022684,0.358683473389356,0.392514073287307,0.359428571428571,0.321428571428571,0.321428571428571,0.271428571428571,0.271428571428571,0.42688087402502,-0.15,-0.176190476190476,0.2,0.287295907237448,-0.271690476190476,-0.3625
"SNAI1",0.46430202452401,0.487021870390963,0.456531465273692,0.419932041642568,0.373778195488722,0.381599063558993,0.266071428571429,0.104035472754324,0.363636363636364,0.532217665588358,0.103950242310144,0.0931394314993334,0.194577013194701,0.418406662233777,0.219789095379959,0.488442565186751,0.43030303030303,0.18922305764411,0.155889724310777,0.152319929297393,0.119047619047619,0.129032258064516,0.251001543623007,0.278596765781947,0.248011082484767,0.213508158508158,-0.581239457165781,-0.596764656082826,0.628595426597478,0.628595426597478,0.595217956398823,0.43722519804113,0.409370526760853,0.409370526760853,0.409370526760853,-0.368518677596193,-0.681020893972168,-0.642031637019731,0.464344370152617,0.421071274472627,0.445033839584344,0.393936549614942,0.421934843888504,0.394871504157218,0.363283283283283,0.364259259259259,0.328148148148148,0.328148148148148,0.460759742607946,-0.0761904761904762,-0.1,0.28,0.410266929884436,-0.174245062987232,-0.43030303030303
"GLI",0.494745935757481,0.613930316598539,0.573831306697549,0.526060606060606,0.466060606060606,0.3696138996139,0.401263728104145,0.140092764802031,0.36,0.542503770739065,0.14175033739425,0.129796984624571,0.315589887640449,0.423999197740666,0.240715269158511,0.485641025641026,0.426666666666667,0.205122048819528,0.174509803921569,0.263815789473684,0.133333333333333,0.2375,0.271068840303834,0.293939393939394,0.255555555555556,0.215555555555556,-0.580183710961421,-0.586634725655201,0.63117204825613,0.63117204825613,0.586972571574541,0.502178377695619,0.464548440065682,0.464548440065682,0.464548440065682,-0.433537919190093,-0.670911961630204,-0.641922901093966,0.468715283496954,0.412378563415516,0.443390206097573,0.477007384376214,0.412736939765915,0.377338709677419,0.434838709677419,0.334838709677419,0.38,0.28,0.443586799673756,-0.0833333333333333,-0.2,0.2,0.3571239119003,-0.291905677114134,-0.426666666666667
