,Network,PFL,Type1,Type2,MISA,MISSA,uMISSA
110,nrf_199,5,10,0,0,0,0
111,nrf_2,6,8,6,2,4,0
112,nrf_20,7,16,11,6,0,0
113,nrf_200,4,3,0,0,0,0
114,nrf_201,6,8,8,1,0,0
115,nrf_202,6,15,0,0,5,5
116,nrf_203,8,24,18,9,9,9
117,nrf_204,4,3,0,0,0,0
118,nrf_205,6,17,0,0,5,5
119,nrf_206,3,0,0,0,0,0
120,nrf_207,5,5,3,1,0,0
121,nrf_208,7,17,8,1,0,0
122,nrf_209,6,10,0,0,0,0
123,nrf_21,8,25,18,11,10,5
124,nrf_210,5,4,3,1,0,0
125,nrf_211,7,17,0,0,0,0
126,nrf_212,5,5,4,2,3,3
127,nrf_213,8,28,6,2,0,0
128,nrf_214,6,8,6,2,0,0
129,nrf_215,2,0,0,0,0,0
130,nrf_216,3,1,0,0,0,0
131,nrf_217,6,11,6,5,4,4
132,nrf_218,5,5,3,1,0,0
133,nrf_219,5,5,4,0,0,0
134,nrf_22,6,13,0,0,0,0
135,nrf_220,5,7,3,2,0,0
136,nrf_221,5,7,3,1,0,0
137,nrf_222,5,5,3,0,0,0
138,nrf_223,6,9,8,4,0,0
139,nrf_224,5,5,4,1,0,0
140,nrf_225,3,1,0,0,0,0
141,nrf_226,5,6,3,3,3,0
142,nrf_227,6,10,6,1,4,4
143,nrf_228,4,3,0,0,0,0
144,nrf_229,5,5,3,0,0,0
145,nrf_23,5,5,4,1,0,0
146,nrf_230,7,17,8,0,0,0
147,nrf_231,4,4,0,0,0,0
148,nrf_232,4,3,0,0,0,0
149,nrf_233,3,0,0,0,0,0
150,nrf_234,4,2,2,0,0,0
151,nrf_235,2,0,0,0,0,0
152,nrf_236,7,15,13,7,4,4
153,nrf_237,6,10,6,3,4,4
154,nrf_238,4,4,0,0,0,0
155,nrf_239,6,13,6,4,3,0
156,nrf_24,6,11,4,1,0,0
157,nrf_240,8,28,6,6,0,0
158,nrf_241,7,17,8,4,5,0
159,nrf_242,3,0,0,0,0,0
160,nrf_243,6,9,4,1,0,0
161,nrf_244,6,8,6,2,3,3
162,nrf_245,5,5,4,0,0,0
163,nrf_246,8,24,18,7,9,9
164,nrf_247,6,8,8,7,3,0
165,nrf_248,6,10,8,4,3,3
166,nrf_249,6,13,0,0,0,0
167,nrf_25,3,1,0,0,0,0
168,nrf_250,3,1,0,0,0,0
169,nrf_251,5,8,0,0,0,0
170,nrf_252,8,21,20,10,8,8
171,nrf_253,8,25,16,5,5,5
172,nrf_254,6,10,8,4,3,0
173,nrf_255,6,13,6,4,4,0
174,nrf_256,5,5,3,2,0,0
175,nrf_257,6,20,0,0,5,5
176,nrf_258,7,19,12,6,4,4
177,nrf_259,7,15,13,6,7,7
178,nrf_26,2,0,0,0,0,0
179,nrf_260,6,8,6,2,3,0
180,nrf_261,6,9,8,5,3,3
181,nrf_262,5,5,4,2,0,0
182,nrf_263,7,19,9,5,5,5
183,nrf_264,7,16,11,2,4,4
184,nrf_265,5,8,0,0,0,0
185,nrf_266,7,16,13,4,4,4
186,nrf_267,7,16,13,6,6,3
187,nrf_268,6,10,6,4,4,4
188,nrf_269,3,0,0,0,0,0
189,nrf_27,5,10,0,0,0,0
190,nrf_270,3,1,0,0,0,0
191,nrf_271,4,2,0,0,0,0
192,nrf_272,6,10,6,1,0,0
193,nrf_273,6,9,8,5,3,3
194,nrf_274,6,11,6,5,4,4
195,nrf_275,7,16,11,5,0,0
196,nrf_276,4,3,0,0,0,0
197,nrf_277,6,13,6,4,3,3
198,nrf_278,3,0,0,0,0,0
199,nrf_279,7,16,9,3,5,5
200,nrf_28,5,5,3,1,0,0
201,nrf_280,3,0,0,0,0,0
202,nrf_281,6,13,6,4,3,0
203,nrf_282,2,0,0,0,0,0
204,nrf_283,8,28,6,2,0,0
205,nrf_284,5,4,3,0,0,0
206,nrf_285,8,25,18,11,5,5
207,nrf_286,5,5,3,2,0,0
208,nrf_287,5,5,4,1,3,3
209,nrf_288,5,8,0,0,0,0
210,nrf_289,6,9,4,1,0,0
211,nrf_29,5,3,5,3,3,0
212,nrf_290,7,16,13,5,4,4
213,nrf_291,5,7,3,2,0,0
214,nrf_292,6,8,6,2,0,0
215,nrf_293,5,7,3,1,0,0
216,nrf_294,6,10,6,4,4,4
217,nrf_295,5,7,3,2,0,0
218,nrf_296,5,7,0,0,0,0
219,nrf_297,7,19,9,1,5,5
220,nrf_298,10,56,28,4,7,7
221,nrf_299,4,2,2,0,0,0
222,nrf_3,7,17,8,2,0,0
223,nrf_30,7,14,13,11,6,3
224,nrf_300,7,16,9,3,5,5
225,nrf_301,5,7,0,0,0,0
226,nrf_302,5,5,3,2,0,0
227,nrf_303,5,3,5,2,2,2
228,nrf_304,4,2,2,1,0,0
229,nrf_305,6,8,8,7,3,3
230,nrf_306,5,6,3,2,3,0
231,nrf_307,5,5,4,1,3,3
232,nrf_308,4,3,0,0,0,0
233,nrf_309,6,13,6,3,4,4
234,nrf_31,5,10,0,0,4,4
235,nrf_310,6,8,6,2,0,0
236,nrf_311,6,9,8,4,3,3
237,nrf_312,6,10,6,3,3,0
238,nrf_313,6,13,6,0,0,0
239,nrf_314,8,28,6,2,7,0
240,nrf_315,5,5,3,3,0,0
241,nrf_316,5,10,0,0,0,0
242,nrf_317,8,25,16,5,5,5
243,nrf_318,3,1,0,0,0,0
244,nrf_319,6,9,8,4,0,0
245,nrf_32,5,5,3,2,0,0
246,nrf_320,4,2,2,1,0,0
247,nrf_321,5,5,4,1,0,0
248,nrf_322,4,2,2,0,0,0
249,nrf_323,4,1,2,2,2,2
250,nrf_324,6,13,6,3,4,4
251,nrf_325,5,7,3,1,0,0
252,nrf_326,5,8,0,0,0,0
253,nrf_327,5,5,3,2,0,0
254,nrf_328,6,17,0,0,5,5
255,nrf_329,5,8,0,0,0,0
256,nrf_33,5,5,3,1,0,0
257,nrf_330,5,5,0,0,0,0
258,nrf_331,7,16,13,5,4,4
259,nrf_332,4,2,2,2,0,0
260,nrf_333,4,3,0,0,0,0
261,nrf_334,9,39,17,4,0,0
262,nrf_335,6,9,8,4,3,3
263,nrf_336,6,13,6,2,0,0
264,nrf_337,7,15,13,6,4,4
265,nrf_338,7,17,8,4,4,0
266,nrf_339,6,11,4,1,5,0
267,nrf_34,9,39,17,4,6,6
268,nrf_340,7,15,12,4,4,4
269,nrf_341,5,5,4,3,3,3
270,nrf_342,8,25,18,4,5,5
271,nrf_343,7,23,9,4,5,5
272,nrf_344,5,5,3,3,3,0
273,nrf_345,8,30,12,3,6,6
274,nrf_346,4,0,0,0,1,1
275,nrf_347,5,6,3,3,0,0
276,nrf_348,7,15,13,6,4,4
277,nrf_349,4,4,0,0,0,0
278,nrf_35,9,39,17,3,0,0
279,nrf_350,5,5,4,1,3,3
280,nrf_351,5,5,3,1,0,0
281,nrf_352,6,9,4,2,0,0
282,nrf_353,7,16,11,2,0,0
283,nrf_354,3,0,1,1,0,0
284,nrf_355,8,28,6,6,0,0
285,nrf_356,4,3,0,0,0,0
286,nrf_357,6,10,6,0,0,0
287,nrf_358,8,25,18,9,9,4
288,nrf_359,6,8,6,1,0,0
289,nrf_36,6,11,6,0,4,4
290,nrf_360,7,19,9,2,5,5
291,nrf_361,6,12,6,3,4,4
292,nrf_362,6,10,6,4,4,4
293,nrf_363,6,10,6,3,4,0
294,nrf_364,3,1,0,0,0,0
295,nrf_365,6,10,0,0,0,0
296,nrf_366,6,13,6,3,4,4
297,nrf_367,5,5,4,2,2,2
298,nrf_368,5,5,4,0,3,3
299,nrf_369,6,10,6,2,4,4
300,nrf_37,5,6,3,3,3,3
301,nrf_370,4,2,2,0,0,0
302,nrf_371,5,5,3,0,0,0
303,nrf_372,6,11,4,2,0,0
304,nrf_373,7,16,9,3,5,5
305,nrf_374,9,39,17,8,0,0
306,nrf_375,5,3,5,3,0,0
307,nrf_376,3,0,1,1,0,0
308,nrf_377,6,9,8,3,0,0
309,nrf_378,5,3,5,2,0,0
310,nrf_379,7,15,12,5,4,4
311,nrf_38,7,12,12,3,4,4
312,nrf_380,6,12,6,3,4,4
313,nrf_381,7,14,12,6,7,7
314,nrf_382,7,15,12,5,4,4
315,nrf_383,7,16,11,3,0,0
316,nrf_384,6,6,8,6,3,3
317,nrf_385,3,1,0,0,2,2
318,nrf_386,6,9,8,4,3,0
319,nrf_387,2,0,0,0,0,0
320,nrf_388,3,0,0,0,0,0
321,nrf_389,5,8,0,0,0,0
322,nrf_39,5,7,3,1,0,0
323,nrf_390,3,0,0,0,0,0
324,nrf_391,6,10,6,4,4,4
325,nrf_392,6,10,6,2,4,4
326,nrf_393,5,7,3,0,0,0
327,nrf_394,6,10,6,4,4,0
328,nrf_395,5,7,3,2,0,0
329,nrf_396,4,4,0,0,0,0
330,nrf_397,6,9,8,5,3,0
331,nrf_398,6,6,8,3,3,3
332,nrf_399,4,2,2,0,0,0
333,nrf_4,5,10,0,0,0,0
334,nrf_40,5,5,3,2,0,0
335,nrf_400,5,6,3,3,0,0
336,nrf_401,4,2,2,1,0,0
337,nrf_402,4,3,0,0,0,0
338,nrf_403,7,15,12,5,4,4
339,nrf_404,4,0,0,0,1,1
340,nrf_405,4,2,2,1,0,0
341,nrf_406,7,16,11,6,0,0
342,nrf_407,4,2,2,0,0,0
343,nrf_408,7,16,5,1,0,0
344,nrf_409,6,9,8,4,0,0
345,nrf_41,1,0,0,0,0,0
346,nrf_410,6,10,6,3,3,3
347,nrf_411,7,17,8,3,5,5
348,nrf_412,7,14,13,9,4,4
349,nrf_413,4,4,0,0,0,0
350,nrf_414,9,39,17,8,0,0
351,nrf_415,4,3,0,0,0,0
352,nrf_416,5,8,0,0,0,0
353,nrf_417,7,19,12,6,4,4
354,nrf_418,5,10,0,0,0,0
355,nrf_419,6,13,6,3,0,0
356,nrf_42,5,7,0,0,0,0
357,nrf_420,5,5,4,2,0,0
358,nrf_421,2,0,0,0,0,0
359,nrf_422,6,11,4,1,5,0
360,nrf_423,6,8,6,0,0,0
361,nrf_424,6,10,6,3,4,4
362,nrf_425,5,8,0,0,0,0
363,nrf_426,6,10,8,4,0,0
364,nrf_427,7,17,8,4,5,5
365,nrf_428,5,6,3,1,0,0
366,nrf_429,5,5,4,2,3,0
367,nrf_43,6,9,8,4,3,3
368,nrf_430,4,3,0,0,0,0
369,nrf_431,6,13,6,4,3,3
370,nrf_432,7,15,13,8,7,7
371,nrf_433,4,2,2,0,0,0
372,nrf_434,3,1,0,0,0,0
373,nrf_435,5,5,3,2,0,0
374,nrf_436,6,8,6,0,0,0
375,nrf_437,6,11,4,1,0,0
376,nrf_438,4,3,0,0,0,0
377,nrf_439,4,2,2,0,0,0
378,nrf_44,5,8,0,0,0,0
379,nrf_440,4,2,2,1,0,0
380,nrf_441,3,1,0,0,0,0
381,nrf_442,6,8,8,0,3,3
382,nrf_443,2,0,0,0,0,0
383,nrf_444,7,19,9,5,5,5
384,nrf_445,8,25,18,11,5,5
385,nrf_446,6,13,6,3,4,4
386,nrf_447,6,8,6,1,4,4
387,nrf_448,4,4,0,0,0,0
388,nrf_449,6,10,6,4,4,4
389,nrf_45,6,9,8,2,4,0
390,nrf_450,6,13,6,2,0,0
391,nrf_451,7,14,13,11,7,4
392,nrf_452,6,9,8,5,3,3
393,nrf_453,5,6,3,1,0,0
394,nrf_454,5,7,0,0,0,0
395,nrf_455,6,20,0,0,5,5
396,nrf_456,4,3,0,0,0,0
397,nrf_457,5,5,3,0,0,0
398,nrf_458,9,39,17,7,7,0
399,nrf_459,3,1,0,0,0,0
400,nrf_46,6,10,6,2,3,3
401,nrf_460,7,15,13,7,4,4
402,nrf_461,5,6,3,2,3,3
403,nrf_462,6,13,6,4,4,4
404,nrf_463,6,10,6,0,0,0
405,nrf_464,7,16,11,4,0,0
406,nrf_465,5,5,3,1,0,0
407,nrf_466,5,7,3,1,3,3
408,nrf_467,4,4,0,0,0,0
409,nrf_468,4,2,2,1,0,0
410,nrf_469,6,9,8,2,0,0
411,nrf_47,4,2,2,1,0,0
412,nrf_470,4,1,0,0,2,2
413,nrf_471,4,4,0,0,0,0
414,nrf_472,6,12,6,5,4,4
415,nrf_473,4,3,0,0,0,0
416,nrf_474,2,0,0,0,0,0
417,nrf_475,7,17,8,1,0,0
418,nrf_476,1,0,0,0,0,0
419,nrf_477,3,0,0,0,1,0
420,nrf_478,5,5,4,0,3,3
421,nrf_479,5,5,3,3,0,0
422,nrf_48,5,4,3,1,0,0
423,nrf_480,4,2,2,0,0,0
424,nrf_481,7,16,13,5,7,7
425,nrf_482,5,8,0,0,0,0
426,nrf_483,4,2,0,0,0,0
427,nrf_484,7,17,8,4,4,4
428,nrf_485,5,6,3,2,0,0
429,nrf_486,5,5,3,1,0,0
430,nrf_487,7,14,12,5,7,7
431,nrf_488,7,16,11,6,5,0
432,nrf_489,4,3,0,0,0,0
433,nrf_49,5,5,4,1,3,3
434,nrf_490,6,11,4,4,0,0
435,nrf_491,6,9,8,4,0,0
436,nrf_492,3,1,0,0,0,0
437,nrf_493,4,4,0,0,0,0
438,nrf_494,5,6,3,2,0,0
439,nrf_495,6,8,6,2,0,0
440,nrf_496,6,17,0,0,5,5
441,nrf_497,6,8,6,2,0,0
442,nrf_498,5,5,4,0,3,3
443,nrf_499,8,30,12,4,6,6
444,nrf_5,5,7,3,2,0,0
445,nrf_50,7,12,12,3,4,4
446,nrf_500,6,9,8,5,0,0
447,nrf_51,6,11,4,4,0,0
448,nrf_52,6,8,6,2,0,0
449,nrf_53,6,13,6,2,0,0
450,nrf_54,6,11,4,1,0,0
451,nrf_55,7,16,5,0,0,0
452,nrf_56,5,5,0,0,0,0
453,nrf_57,5,6,3,2,0,0
454,nrf_58,7,16,13,5,7,4
455,nrf_59,5,7,3,2,3,0
456,nrf_6,5,5,4,1,0,0
457,nrf_60,3,1,0,0,0,0
458,nrf_61,4,4,0,0,0,0
459,nrf_62,7,16,9,2,5,5
460,nrf_63,4,2,2,0,0,0
461,nrf_64,5,6,0,0,0,0
462,nrf_65,8,25,18,8,5,5
463,nrf_66,6,13,0,0,0,0
464,nrf_67,6,6,8,3,3,3
465,nrf_68,3,0,0,0,0,0
466,nrf_69,4,2,2,1,0,0
467,nrf_7,3,1,0,0,0,0
468,nrf_70,5,7,3,1,0,0
469,nrf_71,4,2,2,0,0,0
470,nrf_72,5,5,3,0,0,0
471,nrf_73,5,5,4,0,3,3
472,nrf_74,4,2,2,0,0,0
473,nrf_75,3,1,0,0,0,0
474,nrf_76,6,8,8,1,3,3
475,nrf_77,5,5,4,2,3,3
476,nrf_78,6,9,4,2,0,0
477,nrf_79,7,17,8,1,0,0
478,nrf_8,6,10,6,2,3,3
479,nrf_80,4,3,0,0,0,0
480,nrf_81,7,26,0,0,6,6
481,nrf_82,7,12,12,3,4,4
482,nrf_83,6,11,4,2,0,0
483,nrf_84,7,19,12,6,4,4
484,nrf_85,8,24,18,9,9,9
485,nrf_86,5,5,3,3,3,3
486,nrf_87,5,3,5,2,2,0
487,nrf_88,5,10,0,0,4,4
488,nrf_89,6,10,6,3,0,0
489,nrf_9,7,23,9,4,5,5
490,nrf_90,4,1,2,2,2,2
491,nrf_91,7,23,9,5,5,5
492,nrf_92,5,6,0,0,0,0
493,nrf_93,5,5,3,1,0,0
494,nrf_94,4,4,0,0,0,0
495,nrf_95,6,11,6,3,4,4
496,nrf_96,3,1,0,0,0,0
497,nrf_97,6,8,8,2,3,3
498,nrf_98,6,10,6,2,0,0
499,nrf_99,5,3,5,3,0,0
500,wild,8,25,18,4,5,5
