,Network,PFL,Type1,Type2,MISA,MISSA,uMISSA
354,SIL2_418,13,126,71,41,10,0
355,SIL2_419,14,123,98,57,14,0
356,SIL2_42,8,20,20,10,8,4
357,SIL2_420,12,82,68,20,18,6
358,SIL2_421,9,31,28,8,0,0
359,SIL2_422,10,68,20,0,17,0
360,SIL2_423,13,94,73,21,19,7
361,SIL2_424,11,79,40,4,6,6
362,SIL2_425,13,94,86,35,19,6
363,SIL2_426,7,17,8,5,0,0
364,SIL2_427,12,100,42,1,8,8
365,SIL2_428,13,144,71,19,14,0
366,SIL2_429,10,46,37,25,8,4
367,SIL2_43,11,68,48,10,5,0
368,SIL2_430,13,135,48,17,8,0
369,SIL2_431,10,33,35,24,11,5
370,SIL2_432,11,78,50,24,6,6
371,SIL2_433,15,210,109,74,8,0
372,SIL2_434,11,115,25,20,21,0
373,SIL2_435,12,91,60,19,7,7
374,SIL2_436,10,41,33,29,7,5
375,SIL2_437,11,72,45,6,15,0
376,SIL2_438,8,24,16,0,3,3
377,SIL2_439,12,95,63,22,7,7
378,SIL2_44,8,36,10,5,6,0
379,SIL2_440,12,141,30,5,6,0
380,SIL2_441,11,88,29,8,15,0
381,SIL2_442,15,178,84,44,20,0
382,SIL2_443,9,36,10,0,10,0
383,SIL2_444,6,13,6,0,0,0
384,SIL2_445,11,57,39,13,7,0
385,SIL2_446,9,62,16,0,7,0
386,SIL2_447,12,122,23,0,20,0
387,SIL2_448,11,123,0,0,0,0
388,SIL2_449,11,135,0,0,10,0
389,SIL2_45,13,162,60,37,10,0
390,SIL2_450,10,15,4,2,4,2
391,SIL2_451,12,69,32,22,9,0
392,SIL2_452,16,243,143,38,20,0
393,SIL2_453,11,71,48,8,14,0
394,SIL2_454,10,55,38,8,6,6
395,SIL2_455,12,73,68,42,14,6
396,SIL2_456,9,60,16,4,0,0
397,SIL2_457,14,139,87,72,31,7
398,SIL2_458,12,106,62,12,15,0
399,SIL2_459,11,64,33,15,0,0
400,SIL2_46,12,81,18,18,9,9
401,SIL2_460,11,52,42,13,12,6
402,SIL2_461,11,78,40,8,9,0
403,SIL2_462,9,43,12,4,0,0
404,SIL2_463,10,81,20,0,8,0
405,SIL2_464,10,75,16,3,8,0
406,SIL2_465,15,144,124,45,17,8
407,SIL2_466,11,54,30,16,19,0
408,SIL2_467,14,169,90,72,12,6
409,SIL2_468,7,11,11,7,0,0
410,SIL2_469,16,245,144,49,11,0
411,SIL2_47,18,265,208,42,30,10
412,SIL2_470,13,116,76,57,14,7
413,SIL2_471,15,210,109,84,26,7
414,SIL2_472,11,75,49,26,10,0
415,SIL2_473,6,4,0,0,4,0
416,SIL2_474,13,114,76,36,21,0
417,SIL2_475,8,19,13,3,0,0
418,SIL2_476,11,60,56,0,15,3
419,SIL2_477,11,69,54,25,6,0
420,SIL2_478,10,48,38,26,11,0
421,SIL2_479,10,88,20,15,0,0
422,SIL2_48,13,180,36,0,17,0
423,SIL2_480,8,14,12,0,3,3
424,SIL2_481,10,47,28,15,3,0
425,SIL2_482,12,135,50,18,0,0
426,SIL2_483,10,52,30,15,6,6
427,SIL2_484,13,90,67,0,15,7
428,SIL2_485,13,130,68,43,19,0
429,SIL2_486,12,82,68,26,14,6
430,SIL2_487,16,218,152,41,18,8
431,SIL2_488,17,235,160,39,26,11
432,SIL2_489,14,154,111,55,16,8
433,SIL2_49,15,154,116,8,27,0
434,SIL2_490,10,39,22,11,7,0
435,SIL2_491,12,107,48,36,16,0
436,SIL2_492,10,54,39,6,0,0
437,SIL2_493,12,97,60,39,7,7
438,SIL2_494,12,100,68,41,11,7
439,SIL2_495,10,90,20,0,0,0
440,SIL2_496,9,56,7,0,0,0
441,SIL2_497,11,89,35,20,8,0
442,SIL2_498,13,99,82,72,12,5
443,SIL2_499,14,151,111,35,8,8
444,SIL2_5,12,77,64,17,19,6
445,SIL2_50,13,110,83,36,14,0
446,SIL2_500,11,66,44,26,0,0
447,SIL2_51,10,45,34,4,6,0
448,SIL2_52,10,53,20,9,7,0
449,SIL2_53,12,103,46,36,9,0
450,SIL2_54,17,227,176,80,28,10
451,SIL2_55,11,56,45,21,13,7
452,SIL2_56,8,17,12,4,5,0
453,SIL2_57,8,22,16,4,8,4
454,SIL2_58,13,130,72,51,16,8
455,SIL2_59,11,54,46,12,7,0
456,SIL2_6,4,4,0,0,0,0
457,SIL2_60,14,124,98,26,16,0
458,SIL2_61,12,76,58,35,17,5
459,SIL2_62,11,80,51,32,12,6
460,SIL2_63,12,93,53,4,8,0
461,SIL2_64,11,75,44,8,10,0
462,SIL2_65,15,153,95,56,21,10
463,SIL2_66,8,16,19,3,3,3
464,SIL2_67,11,73,49,24,6,0
465,SIL2_68,15,172,115,43,29,5
466,SIL2_69,9,45,24,6,0,0
467,SIL2_7,11,76,48,12,13,0
468,SIL2_70,8,30,10,2,4,0
469,SIL2_71,14,142,90,20,8,0
470,SIL2_72,9,50,24,9,0,0
471,SIL2_73,9,44,27,13,13,5
472,SIL2_74,9,33,20,0,0,0
473,SIL2_75,13,113,73,10,8,0
474,SIL2_76,12,101,40,29,18,0
475,SIL2_77,13,96,56,23,16,0
476,SIL2_78,9,45,24,18,5,0
477,SIL2_79,8,23,15,10,3,3
478,SIL2_8,14,171,92,47,17,8
479,SIL2_80,11,66,47,34,12,6
480,SIL2_81,10,60,36,18,6,6
481,SIL2_82,10,57,32,3,12,5
482,SIL2_83,8,22,7,4,2,0
483,SIL2_84,11,89,21,3,9,0
484,SIL2_85,14,130,88,22,2,0
485,SIL2_86,8,32,14,3,11,5
486,SIL2_87,14,181,82,25,16,6
487,SIL2_88,12,93,40,16,10,0
488,SIL2_89,12,74,54,0,16,0
489,SIL2_9,12,95,58,26,15,6
490,SIL2_90,13,92,23,13,0,0
491,SIL2_91,12,82,60,10,14,5
492,SIL2_92,12,97,56,17,10,0
493,SIL2_93,11,55,48,12,11,5
494,SIL2_94,10,55,38,14,7,0
495,SIL2_95,11,66,39,7,7,0
496,SIL2_96,11,80,39,5,0,0
497,SIL2_97,8,32,14,11,0,0
498,SIL2_98,10,75,17,0,0,0
499,SIL2_99,16,218,134,0,19,0
500,wild,21,478,281,11,28,0
